District,count
PRATAPGARH,0
PRAYAG,0
PUDUKKOTTAI,3
PULWAMA,0
PUNE,6
PURI,28
PURNIA,0
PURULIA,1
RAE BARELI,0
RAICHUR,0
RAIGAD,0
RAIGARH,0
RAIPUR,1
RAISEN,0
RAJANNA,0
RAJAURI,0
RAJGARH,0
RAJKOT,1
RAJNANDGAON,0
RAJSAMAND,0
RAMANAGARA,0
RAMANATHAPURAM,0
RAMANUJGANJ,0
RAMBAN,0
RAMGARH,0
RAMPUR,2
RANCHI,1
RANGAREDDI,0
RATLAM,2
RATNAGIRI,1
RAYAGADA,0
REASI,0
REWA,0
REWARI,0
ROHTAK,0
ROHTAS,0
RUPNAGAR,0
S.A.S,0
Sahibzada,0
SAGAR,0
SAHARANPUR,3
SAHARSA,0
SAHEBGANJ,0
SAIHA,0
SALEM,1
SAMASTIPUR,1
SAMBA,0
SAMBALPUR,0
SAMBHAL,0
SANGAREDDY,1
SANGLI,0
SANGRUR,0
SARAIKELA,0
SARAN,0
SATARA,1
SATNA,0
SEHORE,4
SENAPATI,1
SEONI,0
SEPAHIJALA,0
SERCHHIP,0
SHAHDARA,0
SHAHDOL,0
SHAHJAHANPUR,0
SHAJAPUR,0
SHAMLI,0
SHEIKHPURA,0
SHEOHAR,0
SHEOPUR,0
SHIMLA,1
SHIVAMOGGA,0
SHIVPURI,1
SHOPIAN,0
SHRAVASTI,0
SIANG,1
SIDDHARTH,0
SIDDIPET,1
SIDHI,0
SIKAR,0
SIKKIM,0
SIMDEGA,0
SINDHUDURG,0
SINGHBHUM,1
SINGHBUM,0
SINGRAULI,0
SIRMAUR,0
SIROHI,0
SIRSA,0
SITAMARHI,0
SITAPUR,0
SIVAGANGA,0
SIVASAGAR,0
SIWAN,0
SOLAN,2
SOLAPUR,1
SOMNATH,0
SONBHADRA,0
SONEPUR,0
SONIPAT,0
SONITPUR,0
SOUTH TRIPURA,0
SRIKAKULAM,1
SRINAGAR,2
SUBANSIRI,0
SUKMA,3
SULTANPUR,0
SUNDARGARH,0
SUPAUL,1
SURAJPUR,0
SURAT,0
SURENDRANAGAR,0
SURGUJA,0
SURYAPET,1
TAMENGLONG,0
TAPI,0
TARAN,0
TAWANG,0
THANE,2
THANJAVUR,0
THENI,1
THIRUVALLUR,1
THIRUVANANTHAPURAM,0
THIRUVARUR,0
THOUBAL,0
THRISSUR,0
TIKAMGARH,0
TINSUKIA,0
TIRAP,1
TIRUCHIRAPPALLI,0
TIRUNELVELI,0
TIRUPPUR,0
TIRUVANNAMALAI,0
TONK,0
TRIPURA,6
TUENSANG,0
TUMAKURU,0
TUTICORIN,1
UDAIPUR,0
UDALGURI,0
UDAM,0
UDHAMPUR,0
UDUPI,1
UJJAIN,3
UKHRUL,0
UMARIA,0
UNA,0
UNAKOTI,1
UNNAO,0
UTTAR KASHI,0
VADODARA,6
VAISHALI,0
VALSAD,0
VARANASI,2
VELLORE,1
VIDISHA,2
VIJAYAPURA,0
VIKARABAD,0
VILLUPURAM,0
VIRUDHUNAGAR,1
VISAKHAPATANAM,0
VIZIANAGARAM,1
WANAPARTHY,0
WARANGAL,1
WARDHA,2
WASHIM,2
WAYANAD,0
WOKHA,0
YADADRI,0
YADGIR,0
YAMUNANAGAR,0
YANAM,0
YAVATMAL,2
ZUNHEBOTO,0
